Price,Currency,Location,Rooms,Area,Floor
630 000,AZN,Nizami m.,4 otaqlı,210 m²,5/14 mərtəbə
180 000,AZN,Memar Əcəmi m.,3 otaqlı,85 m²,2/9 mərtəbə
195 000,AZN,Biləcəri q.,3 otaqlı,112.4 m²,3/15 mərtəbə
165 000,AZN,İnşaatçılar m.,2 otaqlı,85 m²,16/18 mərtəbə
242 000,AZN,Nəriman Nərimanov m.,2 otaqlı,105 m²,3/15 mərtəbə
225 000,AZN,Memar Əcəmi m.,4 otaqlı,100 m²,3/9 mərtəbə
225 000,AZN,Memar Əcəmi m.,4 otaqlı,100 m²,3/9 mərtəbə
144 900,AZN,Neftçilər m.,1 otaqlı,65 m²,15/17 mərtəbə
260 000,AZN,28 May m.,3 otaqlı,125 m²,19/19 mərtəbə
159 000,AZN,9-cu mikrorayon q.,2 otaqlı,80 m²,2/9 mərtəbə
143 000,AZN,Qara Qarayev m.,2 otaqlı,54 m²,6/14 mərtəbə
106 000,AZN,Neftçilər m.,1 otaqlı,35 m²,2/5 mərtəbə
340 000,AZN,Nəriman Nərimanov m.,3 otaqlı,86 m²,7/16 mərtəbə
309 900,AZN,28 May m.,3 otaqlı,100 m²,6/12 mərtəbə
654 007,AZN,Ağ şəhər q.,3 otaqlı,103.6 m²,4/7 mərtəbə
592 719,AZN,Ağ şəhər q.,2 otaqlı,91.9 m²,5/7 mərtəbə
330 000,AZN,Şah İsmayıl Xətai m.,3 otaqlı,140 m²,10/16 mərtəbə
114 000,AZN,Köhnə Günəşli q.,2 otaqlı,60 m²,1/9 mərtəbə
115 000,AZN,Hövsan q.,3 otaqlı,70 m²,7/9 mərtəbə
265 000,AZN,Buzovna q.,4 otaqlı,218 m²,2/2 mərtəbə
355 000,AZN,28 May m.,3 otaqlı,123 m²,10/14 mərtəbə
110 000,AZN,Həzi Aslanov m.,2 otaqlı,67 m²,9/9 mərtəbə
90 000,AZN,Həzi Aslanov m.,2 otaqlı,47 m²,8/9 mərtəbə
250 000,AZN,9-cu mikrorayon q.,3 otaqlı,117 m²,7/17 mərtəbə
220 000,AZN,28 May m.,3 otaqlı,90 m²,5/5 mərtəbə
254 000,AZN,Həzi Aslanov m.,3 otaqlı,127 m²,14/17 mərtəbə
115 000,AZN,İnşaatçılar m.,2 otaqlı,70 m²,15/15 mərtəbə
185 000,AZN,Həzi Aslanov m.,3 otaqlı,87 m²,4/17 mərtəbə
159 000,AZN,Neftçilər m.,2 otaqlı,67 m²,18/19 mərtəbə
305 000,AZN,Elmlər Akademiyası m.,3 otaqlı,147 m²,12/16 mərtəbə
137 000,AZN,20 Yanvar m.,2 otaqlı,48 m²,11/20 mərtəbə
183 000,AZN,Həzi Aslanov m.,3 otaqlı,96 m²,16/17 mərtəbə
155 000,AZN,Neftçilər m.,2 otaqlı,62 m²,11/16 mərtəbə
263 000,AZN,Şah İsmayıl Xətai m.,3 otaqlı,89 m²,3/16 mərtəbə
127 000,AZN,Bakıxanov q.,2 otaqlı,55 m²,2/5 mərtəbə
205 000,AZN,Həzi Aslanov m.,2 otaqlı,83 m²,5/19 mərtəbə
123 000,AZN,Həzi Aslanov m.,2 otaqlı,55 m²,15/17 mərtəbə
570 000,AZN,Nəsimi r.,4 otaqlı,194 m²,6/16 mərtəbə
169 500,AZN,Həzi Aslanov m.,2 otaqlı,75 m²,3/20 mərtəbə
173 000,AZN,Həzi Aslanov m.,2 otaqlı,82 m²,2/15 mərtəbə
92 000,AZN,Əhmədli q.,1 otaqlı,50 m²,2/10 mərtəbə
83 000,AZN,Masazır q.,3 otaqlı,76 m²,5/6 mərtəbə
270 000,AZN,Ağ şəhər q.,2 otaqlı,54 m²,2/6 mərtəbə
400 000,AZN,Nəriman Nərimanov m.,4 otaqlı,184 m²,14/16 mərtəbə
275 000,AZN,Həzi Aslanov m.,3 otaqlı,138 m²,11/15 mərtəbə
130 000,AZN,Nəsimi r.,1 otaqlı,73 m²,4/12 mərtəbə
339 000,AZN,İnşaatçılar m.,3 otaqlı,132 m²,8/18 mərtəbə
285 000,AZN,Şah İsmayıl Xətai m.,2 otaqlı,104 m²,15/18 mərtəbə
224 000,AZN,Binəqədi r.,2 otaqlı,105 m²,8/16 mərtəbə
624 000,AZN,28 May m.,4 otaqlı,240 m²,15/20 mərtəbə
79 500,AZN,Masazır q.,2 otaqlı,70 m²,5/8 mərtəbə
127 000,AZN,Memar Əcəmi m.,3 otaqlı,45 m²,2/5 mərtəbə
139 000,AZN,Əhmədli m.,2 otaqlı,71 m²,7/19 mərtəbə
320 000,AZN,Qara Qarayev m.,3 otaqlı,110 m²,3/16 mərtəbə
87 000,AZN,Köhnə Günəşli q.,2 otaqlı,35.2 m²,9/9 mərtəbə
58 500,AZN,Masazır q.,2 otaqlı,44 m²,1/6 mərtəbə
122 000,AZN,Qara Qarayev m.,2 otaqlı,55 m²,2/5 mərtəbə
255 000,AZN,Yeni Yasamal q.,4 otaqlı,130 m²,6/18 mərtəbə
119 000,AZN,Masazır q.,3 otaqlı,92 m²,4/6 mərtəbə
165 000,AZN,Azadlıq Prospekti m.,2 otaqlı,45 m²,4/20 mərtəbə
275 000,AZN,Nəriman Nərimanov m.,3 otaqlı,100 m²,8/16 mərtəbə
230 000,AZN,Nəsimi r.,2 otaqlı,90 m²,8/10 mərtəbə
86 500,AZN,Masazır q.,2 otaqlı,70 m²,5/6 mərtəbə
115 000,AZN,Masazır q.,3 otaqlı,96 m²,4/6 mərtəbə
157 000,AZN,İnşaatçılar m.,2 otaqlı,68 m²,14/20 mərtəbə
335 000,AZN,Şah İsmayıl Xətai m.,3 otaqlı,79 m²,7/7 mərtəbə
135 000,AZN,Masazır q.,4 otaqlı,121 m²,7/8 mərtəbə
239 000,AZN,Şah İsmayıl Xətai m.,1 otaqlı,68.3 m²,14/20 mərtəbə
735 000,AZN,Nizami m.,4 otaqlı,157 m²,9/18 mərtəbə
460 000,AZN,Nardaran q.,2 otaqlı,79 m²,1/4 mərtəbə
56 000,AZN,Hövsan q.,1 otaqlı,40 m²,7/7 mərtəbə
210 000,AZN,28 May m.,2 otaqlı,51 m²,6/17 mərtəbə
200 000,AZN,Azadlıq Prospekti m.,3 otaqlı,98 m²,6/15 mərtəbə
600 000,AZN,20 Yanvar m.,6 otaqlı,420 m²,17/17 mərtəbə
49 500,AZN,Masazır q.,1 otaqlı,58 m²,12/15 mərtəbə
270 000,AZN,Ağ şəhər q.,2 otaqlı,54 m²,2/6 mərtəbə
67 000,AZN,Masazır q.,2 otaqlı,55 m²,2/7 mərtəbə
137 000,AZN,Biləcəri q.,3 otaqlı,70 m²,6/9 mərtəbə
237 000,AZN,8 Noyabr m.,2 otaqlı,67 m²,7/14 mərtəbə
168 000,AZN,NZS q.,3 otaqlı,96 m²,3/3 mərtəbə
92 000,AZN,Xalqlar Dostluğu m.,1 otaqlı,30 m²,5/5 mərtəbə
415 000,AZN,Şah İsmayıl Xətai m.,3 otaqlı,133 m²,9/20 mərtəbə
450 000,AZN,Nizami m.,4 otaqlı,158 m²,6/15 mərtəbə
115 000,AZN,9-cu mikrorayon q.,2 otaqlı,50 m²,8/9 mərtəbə
469 000,AZN,Nizami m.,4 otaqlı,162 m²,14/16 mərtəbə
312 000,AZN,Elmlər Akademiyası m.,3 otaqlı,115 m²,3/16 mərtəbə
345 000,AZN,8-ci kilometr q.,3 otaqlı,129 m²,10/19 mərtəbə
240 000,AZN,Qara Qarayev m.,3 otaqlı,109 m²,3/17 mərtəbə
454 900,AZN,Şah İsmayıl Xətai m.,4 otaqlı,166 m²,14/15 mərtəbə
170 000,AZN,Nərimanov r.,2 otaqlı,55 m²,8/9 mərtəbə
135 000,AZN,20 Yanvar m.,2 otaqlı,48 m²,18/20 mərtəbə
284 000,AZN,Koroğlu m.,3 otaqlı,128 m²,9/16 mərtəbə
237 000,AZN,Koroğlu m.,2 otaqlı,106.9 m²,7/16 mərtəbə
360 000,AZN,İçəri Şəhər m.,2 otaqlı,82 m²,5/12 mərtəbə
320 000,AZN,Qara Qarayev m.,3 otaqlı,107 m²,4/17 mərtəbə
976 500,AZN,Ağ şəhər q.,5 otaqlı,279 m²,6/6 mərtəbə
560 000,AZN,28 May m.,4 otaqlı,217 m²,14/17 mərtəbə
270 000,AZN,Memar Əcəmi m.,3 otaqlı,115 m²,3/18 mərtəbə
112 000,AZN,Əhmədli m.,2 otaqlı,45 m²,17/17 mərtəbə
215 000,AZN,Əhmədli q.,2 otaqlı,74 m²,18/19 mərtəbə
171 000,AZN,Qara Qarayev m.,3 otaqlı,67 m²,15/18 mərtəbə
387 000,AZN,Bayıl q.,3 otaqlı,154.6 m²,14/17 mərtəbə
110 000,AZN,9-cu mikrorayon q.,1 otaqlı,45 m²,3/9 mərtəbə
325 000,AZN,Bayıl q.,5 otaqlı,170 m²,4/9 mərtəbə
520 000,AZN,28 May m.,4 otaqlı,189 m²,21/24 mərtəbə
335 000,AZN,Nəsimi r.,3 otaqlı,150 m²,4/17 mərtəbə
305 000,AZN,Nəriman Nərimanov m.,3 otaqlı,124 m²,14/20 mərtəbə
76 000,AZN,İnşaatçılar m.,3 otaqlı,80 m²,3/4 mərtəbə
117 000,AZN,Qara Qarayev m.,2 otaqlı,47 m²,1/17 mərtəbə
143 000,AZN,Əhmədli m.,2 otaqlı,54 m²,12/20 mərtəbə
550 000,AZN,Nəsimi r.,4 otaqlı,255 m²,17/20 mərtəbə
312 000,AZN,28 May m.,4 otaqlı,137 m²,13/15 mərtəbə
250 000,AZN,8 Noyabr m.,3 otaqlı,116 m²,15/17 mərtəbə
220 000,AZN,Nərimanov r.,2 otaqlı,102 m²,4/14 mərtəbə
334 000,AZN,Nəriman Nərimanov m.,4 otaqlı,174 m²,8/17 mərtəbə
210 000,AZN,Qara Qarayev m.,3 otaqlı,82 m²,14/16 mərtəbə
68 000,AZN,Masazır q.,3 otaqlı,65.5 m²,8/8 mərtəbə
160 000,AZN,Memar Əcəmi m.,3 otaqlı,90 m²,17/17 mərtəbə
55 000,AZN,Masazır q.,2 otaqlı,52 m²,6/6 mərtəbə
330 000,AZN,Neftçilər m.,3 otaqlı,137 m²,17/19 mərtəbə
139 000,AZN,Səbail r.,2 otaqlı,72 m²,2/16 mərtəbə
250 000,AZN,8 Noyabr m.,3 otaqlı,116 m²,14/17 mərtəbə
1 200 000,AZN,Sahil m.,6 otaqlı,302 m²,14/16 mərtəbə
299 000,AZN,Qara Qarayev m.,3 otaqlı,120 m²,14/17 mərtəbə
678 000,AZN,28 May m.,4 otaqlı,242 m²,12/17 mərtəbə
450 000,AZN,Nəsimi r.,5 otaqlı,238 m²,16/16 mərtəbə
177 000,AZN,Biləcəri q.,3 otaqlı,113 m²,13/14 mərtəbə
285 000,AZN,İnşaatçılar m.,3 otaqlı,130 m²,6/16 mərtəbə
125 000,AZN,Memar Əcəmi m.,4 otaqlı,40 m²,1/5 mərtəbə
365 000,AZN,28 May m.,4 otaqlı,152 m²,8/18 mərtəbə
160 000,AZN,9-cu mikrorayon q.,2 otaqlı,65 m²,7/9 mərtəbə
285 000,AZN,Şah İsmayıl Xətai m.,2 otaqlı,68.3 m²,12/20 mərtəbə
283 000,AZN,8-ci mikrorayon q.,3 otaqlı,98 m²,18/20 mərtəbə
338 000,AZN,Nəsimi r.,3 otaqlı,132 m²,16/18 mərtəbə
182 000,AZN,Nəsimi m.,3 otaqlı,100 m²,3/19 mərtəbə
215 000,AZN,Yeni Yasamal q.,2 otaqlı,80 m²,17/19 mərtəbə
127 700,AZN,Nəriman Nərimanov m.,2 otaqlı,45 m²,4/4 mərtəbə
346 000,AZN,Gənclik m.,3 otaqlı,119 m²,5/15 mərtəbə
215 000,AZN,Nəsimi r.,3 otaqlı,80 m²,5/5 mərtəbə
270 000,AZN,28 May m.,3 otaqlı,115 m²,7/18 mərtəbə
123 000,AZN,Həzi Aslanov m.,2 otaqlı,68 m²,7/9 mərtəbə
460 000,AZN,Ağ şəhər q.,3 otaqlı,120 m²,7/7 mərtəbə
195 000,AZN,Şah İsmayıl Xətai m.,2 otaqlı,64.4 m²,13/16 mərtəbə
159 500,AZN,Neftçilər m.,3 otaqlı,120 m²,17/17 mərtəbə
359 900,AZN,Nizami m.,3 otaqlı,123 m²,2/5 mərtəbə
148 000,AZN,Abşeron r.,2 otaqlı,80 m²,3/9 mərtəbə
204 000,AZN,Elmlər Akademiyası m.,3 otaqlı,90 m²,10/18 mərtəbə
175 000,AZN,Həzi Aslanov m.,4 otaqlı,105 m²,5/9 mərtəbə
158 000,AZN,Azadlıq Prospekti m.,3 otaqlı,85 m²,5/5 mərtəbə
118 000,AZN,Neftçilər m.,2 otaqlı,65 m²,5/16 mərtəbə
165 000,AZN,Gənclik m.,3 otaqlı,65 m²,4/4 mərtəbə
420 000,AZN,Nizami m.,3 otaqlı,114 m²,7/16 mərtəbə
185 000,AZN,İnşaatçılar m.,2 otaqlı,103.4 m²,14/16 mərtəbə
214 000,AZN,Bakıxanov q.,3 otaqlı,103 m²,10/22 mərtəbə
159 000,AZN,Yeni Yasamal q.,3 otaqlı,90 m²,2/9 mərtəbə
192 000,AZN,Gənclik m.,2 otaqlı,65 m²,14/16 mərtəbə
165 000,AZN,Azadlıq Prospekti m.,2 otaqlı,60 m²,12/17 mərtəbə
370 000,AZN,28 May m.,3 otaqlı,130 m²,10/17 mərtəbə
145 000,AZN,Nizami r.,1 otaqlı,65 m²,15/17 mərtəbə
190 000,AZN,Qara Qarayev m.,3 otaqlı,85 m²,5/17 mərtəbə
222 000,AZN,Neftçilər m.,4 otaqlı,100 m²,7/9 mərtəbə
280 000,AZN,Yasamal q.,4 otaqlı,147 m²,7/22 mərtəbə
305 000,AZN,28 May m.,3 otaqlı,128 m²,16/16 mərtəbə
580 000,AZN,28 May m.,3 otaqlı,165 m²,12/15 mərtəbə
310 000,AZN,8 Noyabr m.,3 otaqlı,144.5 m²,10/16 mərtəbə
100 000,AZN,20 Yanvar m.,2 otaqlı,65 m²,17/17 mərtəbə
199 000,AZN,Gənclik m.,2 otaqlı,64 m²,14/16 mərtəbə
125 000,AZN,Əhmədli m.,2 otaqlı,47 m²,2/7 mərtəbə
315 000,AZN,İnşaatçılar m.,3 otaqlı,125 m²,3/19 mərtəbə
140 000,AZN,İnşaatçılar m.,1 otaqlı,47 m²,9/16 mərtəbə
155 000,AZN,Elmlər Akademiyası m.,2 otaqlı,55 m²,2/5 mərtəbə
286 000,AZN,Qara Qarayev m.,3 otaqlı,110 m²,13/17 mərtəbə
265 000,AZN,28 May m.,2 otaqlı,60 m²,4/5 mərtəbə
450 000,AZN,Nardaran q.,2 otaqlı,80 m²,1/4 mərtəbə
187 000,AZN,Həzi Aslanov m.,3 otaqlı,95 m²,17/18 mərtəbə
272 000,AZN,Nardaran q.,1 otaqlı,46 m²,4/5 mərtəbə
244 500,AZN,Şah İsmayıl Xətai m.,3 otaqlı,86 m²,2/20 mərtəbə
182 000,AZN,20 Yanvar m.,3 otaqlı,154 m²,19/21 mərtəbə
485 000,AZN,Nəriman Nərimanov m.,4 otaqlı,178 m²,15/17 mərtəbə
495 000,AZN,Nərimanov r.,3 otaqlı,138 m²,6/14 mərtəbə
169 000,AZN,Şah İsmayıl Xətai m.,1 otaqlı,61 m²,11/17 mərtəbə
285 000,AZN,Şah İsmayıl Xətai m.,2 otaqlı,105 m²,9/18 mərtəbə
550 000,AZN,28 May m.,4 otaqlı,208 m²,16/21 mərtəbə
217 357,AZN,Nardaran q.,1 otaqlı,55.5 m²,1/4 mərtəbə
155 000,AZN,Nərimanov r.,2 otaqlı,65 m²,4/5 mərtəbə
185 000,AZN,Xalqlar Dostluğu m.,3 otaqlı,120 m²,14/19 mərtəbə
247 000,AZN,Nərimanov r.,3 otaqlı,107 m²,14/14 mərtəbə
977 500,AZN,Nardaran q.,3 otaqlı,117 m²,5/6 mərtəbə
358 000,AZN,Nəsimi r.,3 otaqlı,126 m²,9/16 mərtəbə
155 000,AZN,Nəriman Nərimanov m.,2 otaqlı,55 m²,5/5 mərtəbə
175 000,AZN,8 Noyabr m.,2 otaqlı,75 m²,3/17 mərtəbə
146 000,AZN,İnşaatçılar m.,2 otaqlı,52 m²,10/12 mərtəbə
102 500,AZN,İnşaatçılar m.,2 otaqlı,50 m²,8/9 mərtəbə
199 000,AZN,Şah İsmayıl Xətai m.,2 otaqlı,69 m²,10/16 mərtəbə
249 000,AZN,Yasamal q.,3 otaqlı,170 m²,2/21 mərtəbə
219 900,AZN,Şah İsmayıl Xətai m.,2 otaqlı,58 m²,4/21 mərtəbə
860 000,AZN,İçəri Şəhər m.,5 otaqlı,277.7 m²,8/14 mərtəbə
119 000,AZN,İnşaatçılar m.,2 otaqlı,50 m²,4/16 mərtəbə
269 000,AZN,Əhmədli m.,3 otaqlı,134 m²,4/14 mərtəbə
970 000,AZN,İçəri Şəhər m.,4 otaqlı,130 m²,2/7 mərtəbə
365 000,AZN,İçəri Şəhər m.,3 otaqlı,100 m²,9/16 mərtəbə
238 000,AZN,İnşaatçılar m.,5 otaqlı,130 m²,3/9 mərtəbə
268 000,AZN,Şıxov q.,2 otaqlı,92 m²,5/6 mərtəbə
550 000,AZN,Elmlər Akademiyası m.,2 otaqlı,107 m²,14/18 mərtəbə
163 000,AZN,Memar Əcəmi m.,3 otaqlı,68 m²,8/9 mərtəbə
205 000,AZN,Nizami r.,2 otaqlı,80 m²,8/17 mərtəbə
229 000,AZN,Yeni Yasamal q.,3 otaqlı,135 m²,7/18 mərtəbə
79 000,AZN,Qara Qarayev m.,1 otaqlı,35 m²,2/16 mərtəbə
92 000,AZN,Lökbatan q.,2 otaqlı,65 m²,1/5 mərtəbə
147 000,AZN,Nərimanov r.,1 otaqlı,55 m²,13/15 mərtəbə
257 000,AZN,Nizami m.,2 otaqlı,85 m²,4/14 mərtəbə
385 000,AZN,Şah İsmayıl Xətai m.,3 otaqlı,143 m²,16/20 mərtəbə
255 000,AZN,Şah İsmayıl Xətai m.,3 otaqlı,100 m²,15/17 mərtəbə
165 000,AZN,Neftçilər m.,2 otaqlı,67 m²,2/17 mərtəbə
217 000,AZN,Nardaran q.,1 otaqlı,53 m²,6/7 mərtəbə
511 000,AZN,İçəri Şəhər m.,3 otaqlı,196.9 m²,2/14 mərtəbə
131 000,AZN,Yasamal r.,2 otaqlı,101 m²,15/17 mərtəbə
230 000,AZN,Nardaran q.,1 otaqlı,54 m²,3/5 mərtəbə
445 000,AZN,Nardaran q.,2 otaqlı,84 m²,3/8 mərtəbə
325 000,AZN,Bayıl q.,5 otaqlı,170 m²,4/9 mərtəbə
168 000,AZN,Memar Əcəmi m.,2 otaqlı,65 m²,5/8 mərtəbə
329 000,AZN,8 Noyabr m.,3 otaqlı,143 m²,8/18 mərtəbə
375 000,AZN,Elmlər Akademiyası m.,2 otaqlı,86 m²,12/17 mərtəbə
153 000,AZN,Neftçilər m.,2 otaqlı,71 m²,17/18 mərtəbə
677 600,AZN,Sahil m.,4 otaqlı,176 m²,10/12 mərtəbə
279 000,AZN,Həzi Aslanov m.,4 otaqlı,155 m²,16/20 mərtəbə
200 000,AZN,Həzi Aslanov m.,3 otaqlı,96 m²,16/20 mərtəbə
245 000,AZN,Xətai r.,3 otaqlı,109 m²,5/18 mərtəbə
183 000,AZN,Qara Qarayev m.,2 otaqlı,68 m²,17/18 mərtəbə
204 000,AZN,Elmlər Akademiyası m.,3 otaqlı,89 m²,11/18 mərtəbə
409 000,AZN,Nəsimi r.,4 otaqlı,195 m²,17/17 mərtəbə
827 450,AZN,Nizami m.,4 otaqlı,247 m²,10/14 mərtəbə
180 000,AZN,Qara Qarayev m.,2 otaqlı,86 m²,9/17 mərtəbə
216 000,AZN,8 Noyabr m.,2 otaqlı,66 m²,5/17 mərtəbə
204 000,AZN,Badamdar q.,3 otaqlı,131.6 m²,1/5 mərtəbə
224 000,AZN,8 Noyabr m.,2 otaqlı,65 m²,14/17 mərtəbə
544 000,AZN,Nəsimi r.,2 otaqlı,85 m²,1/30 mərtəbə
145 000,AZN,Əhmədli m.,3 otaqlı,75 m²,3/18 mərtəbə
190 000,AZN,Bakıxanov q.,3 otaqlı,68 m²,12/12 mərtəbə
175 000,AZN,Həzi Aslanov m.,3 otaqlı,80 m²,8/10 mərtəbə
215 000,AZN,Qara Qarayev m.,3 otaqlı,91 m²,10/18 mərtəbə
215 000,AZN,20 Yanvar m.,3 otaqlı,75 m²,8/20 mərtəbə
465 000,AZN,Şah İsmayıl Xətai m.,4 otaqlı,214 m²,12/18 mərtəbə
388 000,AZN,Şah İsmayıl Xətai m.,3 otaqlı,131 m²,13/20 mərtəbə
624 000,AZN,28 May m.,4 otaqlı,240 m²,17/22 mərtəbə
194 000,AZN,Badamdar q.,3 otaqlı,125 m²,1/5 mərtəbə
79 000,AZN,Azadlıq Prospekti m.,3 otaqlı,50 m²,4/5 mərtəbə
255 000,AZN,Gənclik m.,2 otaqlı,60 m²,3/17 mərtəbə
257 000,AZN,Elmlər Akademiyası m.,4 otaqlı,110 m²,6/9 mərtəbə
183 000,AZN,Badamdar q.,3 otaqlı,118 m²,1/5 mərtəbə
370 000,AZN,Şah İsmayıl Xətai m.,3 otaqlı,160 m²,9/18 mərtəbə
140 000,AZN,Nərimanov r.,2 otaqlı,50 m²,2/4 mərtəbə
233 000,AZN,Badamdar q.,3 otaqlı,126.2 m²,3/5 mərtəbə
98 000,AZN,Azadlıq Prospekti m.,2 otaqlı,40 m²,2/5 mərtəbə
146 000,AZN,Həzi Aslanov m.,2 otaqlı,51 m²,7/15 mərtəbə
193 000,AZN,Nəriman Nərimanov m.,2 otaqlı,69 m²,4/16 mərtəbə
590 000,AZN,Ağ şəhər q.,4 otaqlı,157 m²,13/20 mərtəbə
192 000,AZN,Gənclik m.,2 otaqlı,65 m²,9/16 mərtəbə
442 000,AZN,Şah İsmayıl Xətai m.,3 otaqlı,147 m²,8/16 mərtəbə
47 300,AZN,Binə q.,3 otaqlı,86 m²,2/4 mərtəbə
240 000,AZN,Xətai r.,3 otaqlı,97 m²,14/17 mərtəbə
245 000,AZN,Elmlər Akademiyası m.,3 otaqlı,135 m²,7/17 mərtəbə
159 000,AZN,Dərnəgül m.,3 otaqlı,80 m²,5/5 mərtəbə
338 000,AZN,Nəsimi r.,3 otaqlı,130 m²,17/18 mərtəbə
229 000,AZN,Elmlər Akademiyası m.,3 otaqlı,130 m²,7/25 mərtəbə
485 000,AZN,Nardaran q.,3 otaqlı,127.3 m²,3/6 mərtəbə
275 000,AZN,Elmlər Akademiyası m.,3 otaqlı,105 m²,17/18 mərtəbə
140 000,AZN,İnşaatçılar m.,1 otaqlı,47 m²,9/16 mərtəbə
129 000,AZN,Bayıl q.,2 otaqlı,53 m²,3/6 mərtəbə
450 000,AZN,Koroğlu m.,3 otaqlı,172.2 m²,14/17 mərtəbə
168 000,AZN,Xətai r.,3 otaqlı,68 m²,6/9 mərtəbə
180 000,AZN,Elmlər Akademiyası m.,3 otaqlı,70 m²,2/5 mərtəbə
155 000,AZN,8-ci mikrorayon q.,2 otaqlı,60 m²,3/9 mərtəbə
350 000,AZN,8 Noyabr m.,4 otaqlı,130 m²,7/13 mərtəbə
175 000,AZN,Gənclik m.,1 otaqlı,65 m²,13/17 mərtəbə
190 000,AZN,Həzi Aslanov m.,3 otaqlı,105 m²,3/17 mərtəbə
260 000,AZN,Yasamal r.,3 otaqlı,75 m²,8/10 mərtəbə
381 000,AZN,Elmlər Akademiyası m.,2 otaqlı,130 m²,4/19 mərtəbə
175 000,AZN,Əhmədli q.,2 otaqlı,95 m²,14/15 mərtəbə
320 000,AZN,Koroğlu m.,3 otaqlı,130 m²,6/17 mərtəbə
264 000,AZN,Badamdar q.,4 otaqlı,125 m²,16/17 mərtəbə
135 000,AZN,Yasamal r.,3 otaqlı,114 m²,23/23 mərtəbə
110 000,AZN,Nərimanov r.,2 otaqlı,50 m²,5/5 mərtəbə
218 000,AZN,Nizami m.,3 otaqlı,71.1 m²,5/5 mərtəbə
122 000,AZN,Yeni Yasamal q.,2 otaqlı,61 m²,3/18 mərtəbə
226 000,AZN,Böyükşor q.,2 otaqlı,113 m²,12/16 mərtəbə
